Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Budget_Growth_Pct,Total_Budget_Roll5,Social_Spend_Pct,Guns_Butter_Ratio,Era
Germany,2025,3.93,10.68,19.21,1.36,2525.882,9.72,6.48,12.96,22.69,12.96,99.267,269.764,485.222,34.352,245.516,163.677,327.354,573.123,327.354,7.796905580692259,2306.7504,65.53999999999999,0.059963381141287776,COVID era (2020+)
Germany,2026,3.93,10.68,19.21,1.36,2601.659,9.72,6.48,12.96,22.69,12.96,102.245,277.857,499.779,35.383,252.881,168.587,337.175,590.316,337.175,3.000021378670903,2370.6144,65.53999999999999,0.059963381141287776,COVID era (2020+)
Greece,1946,10.81,8.38,9.61,5.77,0.426,9.81,6.54,13.09,22.9,13.09,0.046,0.036,0.041,0.025,0.042,0.028,0.056,0.098,0.056,,0.426,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1947,10.81,8.38,9.61,5.77,0.448,9.81,6.54,13.09,22.9,13.09,0.048,0.038,0.043,0.026,0.044,0.029,0.059,0.102,0.059,5.164319248826299,0.437,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1948,10.81,8.38,9.61,5.77,0.47,9.81,6.54,13.09,22.9,13.09,0.051,0.039,0.045,0.027,0.046,0.031,0.062,0.108,0.062,4.910714285714279,0.44799999999999995,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1949,10.81,8.38,9.61,5.77,0.493,9.81,6.54,13.09,22.9,13.09,0.053,0.041,0.047,0.028,0.048,0.032,0.065,0.113,0.065,4.893617021276597,0.45925,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1950,10.81,8.38,9.61,5.77,0.518,9.81,6.54,13.09,22.9,13.09,0.056,0.043,0.05,0.03,0.051,0.034,0.068,0.119,0.068,5.070993914807298,0.471,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1951,10.81,8.38,9.61,5.77,0.544,9.81,6.54,13.09,22.9,13.09,0.059,0.046,0.052,0.031,0.053,0.036,0.071,0.125,0.071,5.0193050193050315,0.4946,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1952,10.81,8.38,9.61,5.77,0.571,9.81,6.54,13.09,22.9,13.09,0.062,0.048,0.055,0.033,0.056,0.037,0.075,0.131,0.075,4.9632352941176405,0.5192,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1953,10.81,8.38,9.61,5.77,0.6,9.81,6.54,13.09,22.9,13.09,0.065,0.05,0.058,0.035,0.059,0.039,0.079,0.137,0.079,5.078809106830118,0.5452,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1954,10.81,8.38,9.61,5.77,0.63,9.81,6.54,13.09,22.9,13.09,0.068,0.053,0.061,0.036,0.062,0.041,0.082,0.144,0.082,5.000000000000004,0.5726,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1955,10.81,8.38,9.61,5.77,0.661,9.81,6.54,13.09,22.9,13.09,0.071,0.055,0.064,0.038,0.065,0.043,0.087,0.151,0.087,4.920634920634925,0.6012,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1956,10.81,8.38,9.61,5.77,0.694,9.81,6.54,13.09,22.9,13.09,0.075,0.058,0.067,0.04,0.068,0.045,0.091,0.159,0.091,4.992435703479559,0.6312,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1957,10.81,8.38,9.61,5.77,0.729,9.81,6.54,13.09,22.9,13.09,0.079,0.061,0.07,0.042,0.072,0.048,0.095,0.167,0.095,5.043227665706063,0.6628000000000001,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1958,10.81,8.38,9.61,5.77,0.765,9.81,6.54,13.09,22.9,13.09,0.083,0.064,0.074,0.044,0.075,0.05,0.1,0.175,0.1,4.938271604938271,0.6958,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1959,10.81,8.38,9.61,5.77,0.804,9.81,6.54,13.09,22.9,13.09,0.087,0.067,0.077,0.046,0.079,0.053,0.105,0.184,0.105,5.098039215686279,0.7306,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1960,10.81,8.38,9.61,5.77,0.844,9.81,6.54,13.09,22.9,13.09,0.091,0.071,0.081,0.049,0.083,0.055,0.11,0.193,0.11,4.975124378109452,0.7672,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1961,10.81,8.38,9.61,5.77,0.966,9.81,6.54,13.09,22.9,13.09,0.104,0.081,0.093,0.056,0.095,0.063,0.126,0.221,0.126,14.454976303317535,0.8215999999999999,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1962,10.81,8.38,9.61,5.77,1.015,9.81,6.54,13.09,22.9,13.09,0.11,0.085,0.098,0.059,0.1,0.066,0.133,0.232,0.133,5.072463768115942,0.8788,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1963,10.81,8.38,9.61,5.77,1.148,9.81,6.54,13.09,22.9,13.09,0.124,0.096,0.11,0.066,0.113,0.075,0.15,0.263,0.15,13.103448275862073,0.9554,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1964,10.81,8.38,9.61,5.77,1.298,9.81,6.54,13.09,22.9,13.09,0.14,0.109,0.125,0.075,0.127,0.085,0.17,0.297,0.17,13.066202090592348,1.0542,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1965,10.81,8.38,9.61,5.77,1.497,9.81,6.54,13.09,22.9,13.09,0.162,0.125,0.144,0.086,0.147,0.098,0.196,0.343,0.196,15.331278890600931,1.1847999999999999,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1966,10.81,8.38,9.61,5.77,1.672,9.81,6.54,13.09,22.9,13.09,0.181,0.14,0.161,0.097,0.164,0.109,0.219,0.383,0.219,11.690046760187034,1.326,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1967,10.81,8.38,9.61,5.77,1.806,9.81,6.54,13.09,22.9,13.09,0.195,0.151,0.174,0.104,0.177,0.118,0.236,0.413,0.236,8.014354066985652,1.4842,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1968,10.81,8.38,9.61,5.77,1.964,9.81,6.54,13.09,22.9,13.09,0.212,0.165,0.189,0.113,0.193,0.128,0.257,0.45,0.257,8.748615725359898,1.6474,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1969,10.81,8.38,9.61,5.77,2.261,9.81,6.54,13.09,22.9,13.09,0.244,0.189,0.217,0.13,0.222,0.148,0.296,0.518,0.296,15.122199592668029,1.8399999999999999,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1970,10.81,8.38,9.61,5.77,2.558,9.81,6.54,13.09,22.9,13.09,0.277,0.214,0.246,0.148,0.251,0.167,0.335,0.586,0.335,13.135780628040683,2.0522,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1971,10.81,8.38,9.61,5.77,2.841,9.81,6.54,13.09,22.9,13.09,0.307,0.238,0.273,0.164,0.279,0.186,0.372,0.65,0.372,11.063330727130595,2.286,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1972,10.81,8.38,9.61,5.77,3.287,9.81,6.54,13.09,22.9,13.09,0.355,0.275,0.316,0.19,0.322,0.215,0.43,0.753,0.43,15.698697641675462,2.5822000000000003,53.980000000000004,0.200259355316784,Cold War (1946-1991)
Greece,1973,10.81,8.38,9.61,5.21,4.273,9.9,6.6,13.2,23.09,13.2,0.462,0.358,0.411,0.223,0.423,0.282,0.564,0.987,0.564,29.996957712199567,3.0439999999999996,54.28,0.19915254237288135,Cold War (1946-1991)
Greece,1974,10.81,8.38,9.61,5.64,5.581,9.83,6.56,13.11,22.94,13.11,0.603,0.468,0.536,0.315,0.549,0.366,0.732,1.28,0.732,30.610812075824967,3.7079999999999997,54.040000000000006,0.20003700962250184,Cold War (1946-1991)
Greece,1975,10.81,8.38,9.61,5.93,6.178,9.79,6.53,13.05,22.84,13.05,0.668,0.518,0.594,0.366,0.605,0.403,0.806,1.411,0.806,10.697007704712401,4.432,53.879999999999995,0.20063103192279141,Cold War (1946-1991)
Greece,1976,10.81,8.38,9.61,6.29,7.296,9.74,6.49,12.98,22.72,12.98,0.789,0.611,0.701,0.459,0.711,0.474,0.947,1.658,0.947,18.09647134995145,5.323,53.69,0.20134103184950644,Cold War (1946-1991)
Greece,1977,10.81,8.38,9.61,5.5,8.887,9.85,6.57,13.14,22.99,13.14,0.961,0.745,0.854,0.489,0.875,0.584,1.168,2.043,1.168,21.806469298245613,6.4430000000000005,54.120000000000005,0.19974131559497413,Cold War (1946-1991)
Greece,1978,10.81,8.38,9.61,5.88,10.791,9.8,6.53,13.06,22.86,13.06,1.167,0.904,1.037,0.635,1.058,0.705,1.409,2.467,1.409,21.42455271745245,7.746600000000001,53.910000000000004,0.20051938415878315,Cold War (1946-1991)
Greece,1979,10.81,8.38,9.61,7.71,13.164,9.52,6.35,12.7,22.22,12.7,1.423,1.103,1.265,1.015,1.253,0.836,1.672,2.925,1.672,21.990547678621077,9.263200000000001,52.91,0.20430920430920432,Cold War (1946-1991)
Greece,1980,10.81,8.38,9.61,9.01,14.709,9.33,6.22,12.44,21.76,12.44,1.59,1.233,1.413,1.325,1.372,0.915,1.83,3.201,1.83,11.736554238833175,10.9694,52.19,0.20712780226096955,Cold War (1946-1991)
Greece,1981,10.81,8.38,9.61,8.99,15.308,9.33,6.22,12.44,21.77,12.44,1.655,1.283,1.471,1.376,1.428,0.952,1.904,3.333,1.904,4.072336664627096,12.5718,52.2,0.207088122605364,Cold War (1946-1991)
Greece,1982,10.81,7.66,9.61,4.22,22.261,10.15,6.77,13.54,23.69,13.54,2.406,1.705,2.139,0.939,2.26,1.507,3.014,5.274,3.014,45.4206950614058,15.2466,54.5,0.19834862385321103,Cold War (1946-1991)
Greece,1983,10.81,7.12,9.61,7.23,16.369,9.78,6.52,13.05,22.83,13.05,1.769,1.165,1.573,1.183,1.601,1.067,2.136,3.737,2.136,-26.467813665154306,16.3622,52.61,0.2054742444402205,Cold War (1946-1991)
Greece,1984,10.81,7.55,9.61,10.56,18.149,9.22,6.15,12.29,21.51,12.29,1.962,1.37,1.744,1.916,1.673,1.116,2.23,3.904,2.23,10.874213452257319,17.3592,50.96,0.21212715855573,Cold War (1946-1991)
Greece,1985,10.81,6.49,9.61,12.05,18.266,9.16,6.1,12.21,21.36,12.21,1.975,1.185,1.755,2.201,1.673,1.114,2.23,3.902,2.23,0.6446636178301768,18.0706,49.67,0.21763640024159453,Cold War (1946-1991)
Greece,1986,10.81,6.49,9.61,13.82,21.412,8.89,5.93,11.85,20.74,11.85,2.315,1.39,2.058,2.959,1.903,1.27,2.537,4.441,2.537,17.22325632322348,19.2914,48.690000000000005,0.2220168412405011,Cold War (1946-1991)
Greece,1987,10.81,6.2,9.61,14.68,27.269,8.8,5.87,11.74,20.54,11.74,2.948,1.691,2.621,4.003,2.4,1.601,3.201,5.601,3.201,27.353820287689135,20.293,48.089999999999996,0.22478685797463094,Cold War (1946-1991)
Greece,1988,10.81,6.78,9.61,16.03,31.478,8.52,5.68,11.35,19.87,11.35,3.403,2.134,3.025,5.046,2.682,1.788,3.573,6.255,3.573,15.435109464960227,23.314799999999998,47.61000000000001,0.22705314009661834,Cold War (1946-1991)
Greece,1989,9.43,7.18,9.61,14.66,36.649,8.87,5.91,11.82,20.69,11.82,3.456,2.631,3.522,5.373,3.251,2.166,4.332,7.583,4.332,16.427346082978577,27.0148,49.300000000000004,0.19127789046653143,Cold War (1946-1991)
Greece,1990,8.59,7.2,9.61,20.87,50.074,8.06,5.37,10.75,18.8,10.75,4.301,3.605,4.812,10.45,4.036,2.689,5.383,9.414,5.383,36.63128598324648,33.376400000000004,46.36,0.18528904227782572,Cold War (1946-1991)
Greece,1991,8.62,6.29,9.61,19.98,55.821,8.32,5.55,11.1,19.42,11.1,4.812,3.511,5.364,11.153,4.644,3.098,6.196,10.84,6.196,11.477014019251497,40.2582,46.42,0.1856958207669108,Cold War (1946-1991)
Greece,1992,8.57,6.41,9.61,19.98,61.704,8.31,5.54,11.09,19.4,11.09,5.288,3.955,5.93,12.328,5.128,3.418,6.843,11.971,6.843,10.539044445638734,47.1452,46.510000000000005,0.18426144915072026,Post-Cold-War (1992-2007)
Greece,1993,8.12,6.41,9.61,19.98,57.767,8.38,5.59,11.18,19.56,11.18,4.691,3.703,5.551,11.542,4.841,3.229,6.458,11.299,6.458,-6.380461558407879,52.403,46.76,0.17365269461077842,Post-Cold-War (1992-2007)
Greece,1994,8.45,6.41,9.61,19.98,61.904,8.33,5.55,11.11,19.44,11.11,5.231,3.968,5.949,12.368,5.157,3.436,6.878,12.034,6.878,7.161528208146528,57.45400000000001,46.57,0.18144728365900792,Post-Cold-War (1992-2007)
Greece,1995,6.64,6.41,9.61,19.98,72.669,8.6,5.74,11.47,20.08,11.47,4.825,4.658,6.984,14.519,6.25,4.171,8.335,14.592,8.335,17.389829413285085,61.973,47.56999999999999,0.13958377128442298,Post-Cold-War (1992-2007)
Greece,1996,7.02,6.41,9.61,19.98,76.528,8.55,5.7,11.4,19.94,11.4,5.372,4.905,7.354,15.29,6.543,4.362,8.724,15.26,8.724,5.310379941928489,66.1144,47.36,0.14822635135135134,Post-Cold-War (1992-2007)
Greece,1997,7.31,6.41,9.61,19.98,73.435,8.5,5.67,11.34,19.84,11.34,5.368,4.707,7.057,14.672,6.242,4.164,8.328,14.57,8.328,-4.0416579552582155,68.4606,47.2,0.1548728813559322,Post-Cold-War (1992-2007)
Greece,1998,7.4,6.41,9.61,18.29,74.606,8.74,5.83,11.66,20.4,11.66,5.521,4.782,7.17,13.646,6.521,4.35,8.699,15.22,8.699,1.5946074759991768,71.8284,48.08,0.15391014975041598,Post-Cold-War (1992-2007)
Greece,1999,7.28,6.56,9.61,18.32,72.079,8.73,5.82,11.65,20.38,11.65,5.247,4.728,6.927,13.205,6.293,4.195,8.397,14.69,8.397,-3.3871270407205833,73.8634,48.199999999999996,0.15103734439834027,Post-Cold-War (1992-2007)
Greece,2000,7.46,6.96,9.61,15.88,67.61,9.01,6.01,12.02,21.03,12.02,5.044,4.706,6.497,10.737,6.092,4.063,8.127,14.218,8.127,-6.200141511397206,72.8516,49.620000000000005,0.15034260378879483,Post-Cold-War (1992-2007)
Greece,2001,7.07,7.32,10.98,14.84,69.962,8.97,5.98,11.96,20.93,11.96,4.946,5.121,7.682,10.382,6.276,4.184,8.367,14.643,8.367,3.478775329093331,71.5384,51.190000000000005,0.13811291267825745,Post-Cold-War (1992-2007)
Greece,2002,6.72,7.48,10.87,13.58,78.516,9.2,6.14,12.27,21.47,12.27,5.276,5.873,8.535,10.663,7.224,4.821,9.634,16.857,9.634,12.22663731740088,72.55460000000001,52.09,0.12900748704165865,Post-Cold-War (1992-2007)
Greece,2003,5.35,7.36,10.86,12.02,102.861,9.66,6.44,12.88,22.54,12.88,5.503,7.571,11.171,12.364,9.936,6.624,13.249,23.185,13.249,31.006419073819337,78.2056,53.64,0.09973900074571215,Post-Cold-War (1992-2007)
Greece,2004,5.47,7.7,9.97,11.26,126.647,9.84,6.56,13.12,22.96,13.12,6.928,9.752,12.627,14.26,12.462,8.308,16.616,29.078,16.616,23.12441061237982,89.1192,53.75,0.10176744186046512,Post-Cold-War (1992-2007)
Greece,2005,6.23,8.7,11.44,11.24,128.751,9.36,6.24,12.48,21.84,12.48,8.021,11.201,14.729,14.472,12.051,8.034,16.068,28.119,16.068,1.661310571904595,101.34740000000001,54.46000000000001,0.11439588688946015,Post-Cold-War (1992-2007)
Greece,2006,6.17,7.1,11.28,10.75,140.353,9.71,6.47,12.94,22.65,12.94,8.66,9.965,15.832,15.088,13.628,9.081,18.162,31.79,18.162,9.011192146080415,115.4256,53.97,0.11432277191032054,Post-Cold-War (1992-2007)
Greece,2007,5.69,7.1,11.3,10.54,169.912,9.8,6.54,13.07,22.88,13.07,9.668,12.064,19.2,17.909,16.651,11.112,22.208,38.876,22.208,21.060468960406965,133.7048,54.35,0.1046918123275069,Post-Cold-War (1992-2007)
Greece,2008,5.87,7.1,11.34,10.54,203.239,9.77,6.51,13.03,22.8,13.03,11.93,14.43,23.047,21.421,19.856,13.231,26.482,46.338,26.482,19.61427091670982,153.78040000000001,54.269999999999996,0.10816288925741663,Post-GFC (2008-2019)
Greece,2009,5.96,7.1,11.88,10.15,205.439,9.74,6.49,12.98,22.72,12.98,12.244,14.586,24.406,20.852,20.01,13.333,26.666,46.676,26.666,1.0824694079384356,169.53879999999998,54.68000000000001,0.10899780541331382,Post-GFC (2008-2019)
Greece,2010,5.19,7.1,12.49,12.01,183.134,9.48,6.32,12.64,22.12,12.64,9.505,13.002,22.873,21.994,17.361,11.574,23.148,40.509,23.148,-10.857237428141687,180.4154,54.35,0.09549218031278749,Post-GFC (2008-2019)
Greece,2011,4.58,7.1,10.96,13.93,187.679,9.51,6.34,12.69,22.2,12.69,8.596,13.325,20.57,26.144,17.848,11.899,23.816,41.665,23.816,2.481789290901748,189.8806,52.95,0.08649669499527857,Post-GFC (2008-2019)
Greece,2012,4.51,7.1,9.93,9.43,165.755,10.35,6.9,13.8,24.16,13.8,7.476,11.769,16.459,15.631,17.156,11.437,22.874,40.046,22.874,-11.681647920118932,189.04919999999998,54.989999999999995,0.08201491180214585,Post-GFC (2008-2019)
Greece,2013,4.51,7.1,8.19,6.9,175.552,10.99,7.33,14.66,25.65,14.66,7.917,12.464,14.378,12.113,19.293,12.868,25.736,45.029,25.736,5.910530602395103,183.5118,55.599999999999994,0.08111510791366906,Post-GFC (2008-2019)
Greece,2014,4.6,7.1,8.77,8.34,140.751,10.68,7.12,14.24,24.92,14.24,6.475,9.993,12.344,11.739,15.032,10.021,20.043,35.075,20.043,-19.823755924170605,170.5742,55.03,0.08359076867163365,Post-GFC (2008-2019)
Greece,2015,4.78,7.1,8.71,7.15,122.873,10.84,7.23,14.45,25.29,14.45,5.873,8.724,10.702,8.785,13.319,8.884,17.755,31.075,17.755,-12.701863574681527,158.522,55.55,0.08604860486048606,Post-GFC (2008-2019)
Greece,2016,5.12,7.14,8.81,6.93,114.107,10.8,7.2,14.4,25.2,14.4,5.842,8.147,10.053,7.908,12.324,8.216,16.431,28.755,16.431,-7.134195470119553,143.8076,55.55,0.09216921692169218,Post-GFC (2008-2019)
Greece,2017,5.27,7.14,8.84,6.92,115.539,10.77,7.18,14.37,25.14,14.37,6.089,8.25,10.214,7.995,12.444,8.296,16.603,29.047,16.603,1.2549624475273191,133.7644,55.49,0.09497206703910613,Post-GFC (2008-2019)
Greece,2018,5.56,7.36,8.59,7.32,123.895,10.67,7.12,14.23,24.91,14.23,6.889,9.119,10.643,9.069,13.22,8.821,17.63,30.862,17.63,7.23218999645141,123.43299999999999,55.09,0.10092575785078961,Post-GFC (2008-2019)
Greece,2019,5.45,7.46,8.3,6.62,117.665,10.82,7.22,14.43,25.26,14.43,6.413,8.778,9.766,7.789,12.731,8.495,16.979,29.722,16.979,-5.028451511360421,118.81580000000001,55.45,0.09828674481514878,Post-GFC (2008-2019)
Greece,2020,5.1,6.39,8.54,5.35,134.411,11.19,7.46,14.92,26.12,14.92,6.855,8.589,11.479,7.191,15.041,10.027,20.054,35.108,20.054,14.2319296307313,121.12339999999999,55.97,0.09112024298731462,COVID era (2020+)
Greece,2021,6.7,6.39,9.49,4.9,144.785,10.88,7.25,14.5,25.38,14.5,9.701,9.252,13.74,7.094,15.753,10.497,20.994,36.747,20.994,7.718118308769362,127.25900000000001,55.76,0.12015781922525108,COVID era (2020+)
Greece,2022,7.58,6.39,8.65,5.17,133.948,10.83,7.22,14.44,25.27,14.44,10.153,8.559,11.586,6.925,14.507,9.671,19.342,33.849,19.342,-7.484891390682725,130.94080000000002,54.75,0.1384474885844749,COVID era (2020+)
Greece,2023,5.91,6.39,8.58,7.27,139.0,10.78,7.18,14.37,25.15,14.37,8.215,8.882,11.926,10.105,14.984,9.98,19.974,34.958,19.974,3.771612864693763,133.9618,54.489999999999995,0.1084602679390714,COVID era (2020+)
Greece,2024,6.58,6.39,8.58,7.27,146.605,10.68,7.12,14.24,24.91,14.24,9.647,9.368,12.579,10.658,15.657,10.438,20.877,36.519,20.877,5.471223021582716,139.7498,54.12,0.12158167036215817,COVID era (2020+)
Greece,2025,6.58,6.39,8.58,7.27,160.563,10.68,7.12,14.24,24.91,14.24,10.565,10.26,13.776,11.673,17.148,11.432,22.864,39.996,22.864,9.520821254391043,144.98020000000002,54.12,0.12158167036215817,COVID era (2020+)
Greece,2026,6.58,6.39,8.58,7.27,166.183,10.68,7.12,14.24,24.91,14.24,10.935,10.619,14.259,12.082,17.748,11.832,23.664,41.396,23.664,3.500183728505335,149.25979999999998,54.12,0.12158167036215817,COVID era (2020+)
India,1947,14.78,13.32,3.05,11.31,3.346,17.26,8.63,8.63,8.63,14.38,0.495,0.446,0.102,0.378,0.578,0.289,0.289,0.289,0.481,,3.346,33.63,0.439488551888195,Cold War (1946-1991)
India,1948,14.78,13.32,3.05,11.31,3.514,17.26,8.63,8.63,8.63,14.38,0.519,0.468,0.107,0.397,0.606,0.303,0.303,0.303,0.505,5.020920502092041,3.4299999999999997,33.63,0.439488551888195,Cold War (1946-1991)
India,1949,14.78,13.32,3.05,11.31,3.69,17.26,8.63,8.63,8.63,14.38,0.545,0.491,0.113,0.417,0.637,0.318,0.318,0.318,0.531,5.008537279453629,3.516666666666667,33.63,0.439488551888195,Cold War (1946-1991)
India,1950,14.78,13.32,3.05,11.31,3.874,17.26,8.63,8.63,8.63,14.38,0.573,0.516,0.118,0.438,0.669,0.334,0.334,0.334,0.557,4.986449864498654,3.606,33.63,0.439488551888195,Cold War (1946-1991)
India,1951,14.78,13.32,3.05,11.31,4.068,17.26,8.63,8.63,8.63,14.38,0.601,0.542,0.124,0.46,0.702,0.351,0.351,0.351,0.585,5.007743933918407,3.6983999999999995,33.63,0.439488551888195,Cold War (1946-1991)
India,1952,14.78,13.32,3.05,11.31,4.271,17.26,8.63,8.63,8.63,14.38,0.631,0.569,0.13,0.483,0.737,0.369,0.369,0.369,0.614,4.990167158308756,3.8833999999999995,33.63,0.439488551888195,Cold War (1946-1991)
India,1953,14.78,13.32,3.05,11.31,4.485,17.26,8.63,8.63,8.63,14.38,0.663,0.597,0.137,0.507,0.774,0.387,0.387,0.387,0.645,5.010536174198088,4.0775999999999994,33.63,0.439488551888195,Cold War (1946-1991)
India,1954,14.78,13.32,3.05,11.31,4.709,17.26,8.63,8.63,8.63,14.38,0.696,0.627,0.144,0.533,0.813,0.406,0.406,0.406,0.677,4.994425863991059,4.2814,33.63,0.439488551888195,Cold War (1946-1991)
India,1955,14.78,13.32,3.05,11.31,4.944,17.26,8.63,8.63,8.63,14.38,0.731,0.659,0.151,0.559,0.853,0.427,0.427,0.427,0.711,4.990443830961988,4.4954,33.63,0.439488551888195,Cold War (1946-1991)
India,1956,14.78,13.32,3.05,11.31,5.192,17.26,8.63,8.63,8.63,14.38,0.767,0.692,0.158,0.587,0.896,0.448,0.448,0.448,0.747,5.016181229773475,4.7202,33.63,0.439488551888195,Cold War (1946-1991)
India,1957,14.78,13.32,3.05,11.31,5.451,17.26,8.63,8.63,8.63,14.38,0.806,0.726,0.166,0.617,0.941,0.47,0.47,0.47,0.784,4.98844375963019,4.9562,33.63,0.439488551888195,Cold War (1946-1991)
India,1958,14.78,13.32,3.05,11.31,5.724,17.26,8.63,8.63,8.63,14.38,0.846,0.762,0.175,0.647,0.988,0.494,0.494,0.494,0.823,5.008255365987901,5.204000000000001,33.63,0.439488551888195,Cold War (1946-1991)
India,1959,14.78,13.32,3.05,11.31,6.01,17.26,8.63,8.63,8.63,14.38,0.888,0.801,0.183,0.68,1.037,0.519,0.519,0.519,0.864,4.996505939902152,5.4642,33.63,0.439488551888195,Cold War (1946-1991)
India,1960,14.78,13.32,3.05,11.31,6.31,17.26,8.63,8.63,8.63,14.38,0.933,0.841,0.192,0.714,1.089,0.545,0.545,0.545,0.907,4.991680532445919,5.737399999999999,33.63,0.439488551888195,Cold War (1946-1991)
India,1961,14.78,13.32,3.05,11.31,6.686,17.26,8.63,8.63,8.63,14.38,0.988,0.891,0.204,0.756,1.154,0.577,0.577,0.577,0.961,5.958795562599062,6.036199999999999,33.63,0.439488551888195,Cold War (1946-1991)
India,1962,14.78,13.32,3.05,11.31,7.185,17.26,8.63,8.63,8.63,14.38,1.062,0.957,0.219,0.813,1.24,0.62,0.62,0.62,1.033,7.463356266826193,6.383,33.63,0.439488551888195,Cold War (1946-1991)
India,1963,14.78,13.32,3.05,11.31,8.252,17.26,8.63,8.63,8.63,14.38,1.22,1.099,0.252,0.933,1.424,0.712,0.712,0.712,1.187,14.850382741823264,6.888599999999999,33.63,0.439488551888195,Cold War (1946-1991)
India,1964,14.78,13.32,3.05,11.31,9.625,17.26,8.63,8.63,8.63,14.38,1.423,1.282,0.294,1.089,1.661,0.831,0.831,0.831,1.384,16.638390693165285,7.6116,33.63,0.439488551888195,Cold War (1946-1991)
India,1965,14.78,13.32,3.05,11.31,10.149,17.26,8.63,8.63,8.63,14.38,1.5,1.352,0.31,1.148,1.752,0.876,0.876,0.876,1.459,5.444155844155829,8.3794,33.63,0.439488551888195,Cold War (1946-1991)
India,1966,14.78,13.32,3.05,11.31,7.768,17.26,8.63,8.63,8.63,14.38,1.148,1.035,0.237,0.879,1.341,0.67,0.67,0.67,1.117,-23.460439452162774,8.5958,33.63,0.439488551888195,Cold War (1946-1991)
India,1967,14.78,13.32,3.05,11.31,8.544,17.26,8.63,8.63,8.63,14.38,1.263,1.138,0.261,0.966,1.475,0.737,0.737,0.737,1.229,9.989701338825952,8.8676,33.63,0.439488551888195,Cold War (1946-1991)
India,1968,14.78,13.32,3.05,11.31,9.046,17.26,8.63,8.63,8.63,14.38,1.337,1.205,0.276,1.023,1.561,0.781,0.781,0.781,1.301,5.875468164793984,9.0264,33.63,0.439488551888195,Cold War (1946-1991)
India,1969,14.78,13.32,3.05,11.31,9.96,17.26,8.63,8.63,8.63,14.38,1.472,1.327,0.304,1.126,1.719,0.86,0.86,0.86,1.432,10.103913331859404,9.093399999999999,33.63,0.439488551888195,Cold War (1946-1991)
